Time,Velocity
1.007360000000000033e+00,2.428176310932211379e+01
1.007379999999999942e+00,2.428161128768352484e+01
1.007400000000000073e+00,2.428145946604493233e+01
1.007419999999999982e+00,2.428130764440634337e+01
1.007439999999999891e+00,2.428115582276775442e+01
1.007460000000000022e+00,2.428100400112916191e+01
1.007479999999999931e+00,2.428085217949057295e+01
1.007500000000000062e+00,2.428070035785198044e+01
1.007519999999999971e+00,2.428054853621339149e+01
1.007540000000000102e+00,2.428039671457480253e+01
1.007560000000000011e+00,2.428024489293621002e+01
1.007579999999999920e+00,2.428009307129762107e+01
1.007600000000000051e+00,2.427994124965902856e+01
1.007619999999999960e+00,2.427978942802043960e+01
1.007640000000000091e+00,2.427963760638185065e+01
1.007660000000000000e+00,2.427948578474325814e+01
1.007679999999999909e+00,2.427933396310466918e+01
1.007700000000000040e+00,2.427918214146608022e+01
1.007719999999999949e+00,2.427903031982748772e+01
1.007740000000000080e+00,2.427887849818889876e+01
1.007759999999999989e+00,2.427872667655030625e+01
1.007779999999999898e+00,2.427857485491171730e+01
1.007800000000000029e+00,2.427842303327312834e+01
1.007819999999999938e+00,2.427827121163453583e+01
1.007840000000000069e+00,2.427811938999594688e+01
1.007859999999999978e+00,2.427796756835735437e+01
1.007880000000000109e+00,2.427781574671876541e+01
1.007900000000000018e+00,2.427766392508017645e+01
1.007919999999999927e+00,2.427751210344158395e+01
1.007940000000000058e+00,2.427736028180299499e+01
1.007959999999999967e+00,2.427720846016440603e+01
1.007980000000000098e+00,2.427705663852581353e+01
1.008000000000000007e+00,2.427690481688722457e+01
1.008019999999999916e+00,2.427675299524863206e+01
1.008040000000000047e+00,2.427660117361004311e+01
1.008059999999999956e+00,2.427644935197145415e+01
1.008080000000000087e+00,2.427629753033286164e+01
1.008099999999999996e+00,2.427614570869427268e+01
1.008119999999999905e+00,2.427599388705568018e+01
1.008140000000000036e+00,2.427584206541709122e+01
1.008159999999999945e+00,2.427569024377850226e+01
1.008180000000000076e+00,2.427553842213990976e+01
1.008199999999999985e+00,2.427538660050132080e+01
1.008219999999999894e+00,2.427523477886273184e+01
1.008240000000000025e+00,2.427508295722413934e+01
1.008259999999999934e+00,2.427493113558555038e+01
1.008280000000000065e+00,2.427477931394695787e+01
1.008299999999999974e+00,2.427462749230836891e+01
1.008320000000000105e+00,2.427447567066977641e+01
1.008340000000000014e+00,2.427432384903118745e+01
1.008359999999999923e+00,2.427417202739259849e+01
1.008380000000000054e+00,2.427402020575400599e+01
1.008399999999999963e+00,2.427386838411541703e+01
1.008420000000000094e+00,2.427371656247682452e+01
1.008440000000000003e+00,2.427356474083823556e+01
1.008459999999999912e+00,2.427341291919964661e+01
1.008480000000000043e+00,2.427326109756105410e+01
1.008499999999999952e+00,2.427310927592246514e+01
1.008520000000000083e+00,2.427295745428387264e+01
1.008539999999999992e+00,2.427280563264528368e+01
1.008559999999999901e+00,2.427265381100669472e+01
1.008580000000000032e+00,2.427250198936810222e+01
1.008599999999999941e+00,2.427235016772951326e+01
1.008620000000000072e+00,2.427219834609092075e+01
1.008639999999999981e+00,2.427204652445233179e+01
1.008659999999999890e+00,2.427189470281374284e+01
1.008680000000000021e+00,2.427174288117515033e+01
1.008699999999999930e+00,2.427159105953656137e+01
1.008720000000000061e+00,2.427143923789796887e+01
1.008739999999999970e+00,2.427128741625937991e+01
1.008760000000000101e+00,2.427113559462078740e+01
1.008780000000000010e+00,2.427098377298219845e+01
1.008799999999999919e+00,2.427083195134360949e+01
1.008820000000000050e+00,2.427068012970501698e+01
1.008839999999999959e+00,2.427052830806642802e+01
1.008860000000000090e+00,2.427037648642783552e+01
1.008879999999999999e+00,2.427022466478924656e+01
1.008899999999999908e+00,2.427007284315065760e+01
1.008920000000000039e+00,2.426992102151206510e+01
1.008939999999999948e+00,2.426976919987347614e+01
1.008960000000000079e+00,2.426961737823488363e+01
1.008979999999999988e+00,2.426946555659629468e+01
1.008999999999999897e+00,2.426931373495770572e+01
1.009020000000000028e+00,2.426916191331911321e+01
1.009039999999999937e+00,2.426901009168052425e+01
1.009060000000000068e+00,2.426885827004193175e+01
1.009079999999999977e+00,2.426870644840334279e+01
1.009100000000000108e+00,2.426855462676475383e+01
1.009120000000000017e+00,2.426840280512616133e+01
1.009139999999999926e+00,2.426825098348757237e+01
1.009160000000000057e+00,2.426809916184898341e+01
1.009179999999999966e+00,2.426794734021039091e+01
1.009200000000000097e+00,2.426779551857180195e+01
1.009220000000000006e+00,2.426764369693320944e+01
1.009239999999999915e+00,2.426749187529462048e+01
1.009260000000000046e+00,2.426734005365603153e+01
1.009279999999999955e+00,2.426718823201743902e+01
1.009300000000000086e+00,2.426703641037885006e+01
1.009319999999999995e+00,2.426688458874025756e+01
1.009339999999999904e+00,2.426673276710166860e+01
1.009360000000000035e+00,2.426658094546307964e+01
1.009379999999999944e+00,2.426642912382448714e+01
1.009400000000000075e+00,2.426627730218589818e+01
1.009419999999999984e+00,2.426612548054730567e+01
1.009439999999999893e+00,2.426597365890871671e+01
1.009460000000000024e+00,2.426582183727012776e+01
1.009479999999999933e+00,2.426567001563153525e+01
1.009500000000000064e+00,2.426551819399294629e+01
1.009519999999999973e+00,2.426536637235435734e+01
1.009540000000000104e+00,2.426521455071576483e+01
1.009560000000000013e+00,2.426506272907717587e+01
1.009579999999999922e+00,2.426491090743858337e+01
1.009600000000000053e+00,2.426475908579999441e+01
1.009619999999999962e+00,2.426460726416140545e+01
1.009640000000000093e+00,2.426445544252281294e+01
1.009660000000000002e+00,2.426430362088422399e+01
1.009679999999999911e+00,2.426415179924563148e+01
1.009700000000000042e+00,2.426399997760704252e+01
1.009719999999999951e+00,2.426384815596845357e+01
1.009740000000000082e+00,2.426369633432986106e+01
1.009759999999999991e+00,2.426354451269127210e+01
1.009779999999999900e+00,2.426339269105268315e+01
1.009800000000000031e+00,2.426324086941409064e+01
1.009819999999999940e+00,2.426308904777550168e+01
1.009840000000000071e+00,2.426293722613690917e+01
1.009859999999999980e+00,2.426278540449832022e+01
1.009880000000000111e+00,2.426263358285972771e+01
1.009900000000000020e+00,2.426248176122113875e+01
1.009919999999999929e+00,2.426232993958254980e+01
1.009940000000000060e+00,2.426217811794395729e+01
1.009959999999999969e+00,2.426202629630536833e+01
1.009980000000000100e+00,2.426187447466677582e+01
1.010000000000000009e+00,2.426172265302818687e+01
1.010019999999999918e+00,2.426157083138959791e+01
1.010040000000000049e+00,2.426141900975100540e+01
1.010059999999999958e+00,2.426126718811241645e+01
1.010080000000000089e+00,2.426111536647382394e+01
1.010099999999999998e+00,2.426096354483523498e+01
1.010119999999999907e+00,2.426081172319664603e+01
1.010140000000000038e+00,2.426065990155805352e+01
1.010159999999999947e+00,2.426050807991946456e+01
1.010180000000000078e+00,2.426035625828087205e+01
1.010199999999999987e+00,2.426020443664228310e+01
1.010219999999999896e+00,2.426005261500369414e+01
1.010240000000000027e+00,2.425990079336510163e+01
1.010259999999999936e+00,2.425974897172651268e+01
1.010280000000000067e+00,2.425959715008792017e+01
1.010299999999999976e+00,2.425944532844933121e+01
1.010320000000000107e+00,2.425929350681073871e+01
1.010340000000000016e+00,2.425914168517214975e+01
1.010359999999999925e+00,2.425898986353356079e+01
1.010380000000000056e+00,2.425883804189496828e+01
1.010399999999999965e+00,2.425868622025637933e+01
1.010420000000000096e+00,2.425853439861778682e+01
1.010440000000000005e+00,2.425838257697919786e+01
1.010459999999999914e+00,2.425823075534060891e+01
1.010480000000000045e+00,2.425807893370201640e+01
1.010499999999999954e+00,2.425792711206342744e+01
1.010520000000000085e+00,2.425777529042483494e+01
1.010539999999999994e+00,2.425762346878624598e+01
1.010559999999999903e+00,2.425747164714765702e+01
1.010580000000000034e+00,2.425731982550906451e+01
1.010599999999999943e+00,2.425716800387047556e+01
1.010620000000000074e+00,2.425701618223188305e+01
1.010639999999999983e+00,2.425686436059329409e+01
1.010659999999999892e+00,2.425671253895470514e+01
1.010680000000000023e+00,2.425656071731611263e+01
1.010699999999999932e+00,2.425640889567752367e+01
1.010720000000000063e+00,2.425625707403893472e+01
1.010739999999999972e+00,2.425610525240034221e+01
1.010760000000000103e+00,2.425595343076175325e+01
1.010780000000000012e+00,2.425580160912316074e+01
1.010799999999999921e+00,2.425564978748457179e+01
1.010820000000000052e+00,2.425549796584598283e+01
1.010839999999999961e+00,2.425534614420739032e+01
1.010860000000000092e+00,2.425519432256880137e+01
1.010880000000000001e+00,2.425504250093020886e+01
1.010899999999999910e+00,2.425489067929161990e+01
1.010920000000000041e+00,2.425473885765303095e+01
1.010939999999999950e+00,2.425458703601443844e+01
1.010960000000000081e+00,2.425443521437584948e+01
1.010979999999999990e+00,2.425428339273726053e+01
1.010999999999999899e+00,2.425413157109866802e+01
1.011020000000000030e+00,2.425397974946007906e+01
1.011039999999999939e+00,2.425382792782148655e+01
1.011060000000000070e+00,2.425367610618289760e+01
1.011079999999999979e+00,2.425352428454430864e+01
1.011100000000000110e+00,2.425337246290571613e+01
1.011120000000000019e+00,2.425322064126712718e+01
1.011139999999999928e+00,2.425306881962853467e+01
1.011160000000000059e+00,2.425291699798994571e+01
1.011179999999999968e+00,2.425276517635135676e+01
1.011200000000000099e+00,2.425261335471276425e+01
1.011220000000000008e+00,2.425246153307417529e+01
1.011239999999999917e+00,2.425230971143558634e+01
1.011260000000000048e+00,2.425215788979699383e+01
1.011279999999999957e+00,2.425200606815840487e+01
1.011300000000000088e+00,2.425185424651981236e+01
1.011319999999999997e+00,2.425170242488122341e+01
1.011339999999999906e+00,2.425155060324263445e+01
1.011360000000000037e+00,2.425139878160404194e+01
1.011379999999999946e+00,2.425124695996545299e+01
1.011400000000000077e+00,2.425109513832686048e+01
1.011419999999999986e+00,2.425094331668827152e+01
1.011439999999999895e+00,2.425079149504968257e+01
1.011460000000000026e+00,2.425063967341109006e+01
1.011479999999999935e+00,2.425048785177250110e+01
1.011500000000000066e+00,2.425033603013390859e+01
1.011519999999999975e+00,2.425018420849531964e+01
1.011540000000000106e+00,2.425003238685672713e+01
1.011560000000000015e+00,2.424988056521813817e+01
1.011579999999999924e+00,2.424972874357954922e+01
1.011600000000000055e+00,2.424957692194095671e+01
1.011619999999999964e+00,2.424942510030236775e+01
